510500 4843500 NA
511500 4843500 NA
512500 4843500 NA
513500 4843500 NA
514500 4843500 NA
515500 4843500 NA
516500 4843500 NA
517500 4843500 NA
518500 4843500 NA
519500 4843500 NA
520500 4843500 NA
521500 4843500 NA
522500 4843500 NA
523500 4843500 NA
524500 4843500 NA
525500 4843500 NA
526500 4843500 NA
527500 4843500 NA
528500 4843500 NA
529500 4843500 NA
530500 4843500 NA
531500 4843500 NA
532500 4843500 NA
533500 4843500 NA
534500 4843500 NA
535500 4843500 NA
536500 4843500 NA
537500 4843500 NA
538500 4843500 NA
539500 4843500 NA
540500 4843500 NA
541500 4843500 NA
542500 4843500 NA
543500 4843500 NA
544500 4843500 NA
545500 4843500 NA
546500 4843500 NA
547500 4843500 NA
548500 4843500 NA
549500 4843500 NA
550500 4843500 NA
551500 4843500 NA
552500 4843500 NA
553500 4843500 NA
554500 4843500 NA
555500 4843500 NA
556500 4843500 NA
557500 4843500 NA
558500 4843500 NA
559500 4843500 NA
560500 4843500 NA
561500 4843500 NA
562500 4843500 NA
563500 4843500 NA
564500 4843500 NA
565500 4843500 NA
566500 4843500 NA
567500 4843500 NA
568500 4843500 NA
569500 4843500 NA
570500 4843500 NA
571500 4843500 NA
572500 4843500 NA
573500 4843500 NA
574500 4843500 NA
575500 4843500 NA
576500 4843500 NA
577500 4843500 NA
578500 4843500 NA
579500 4843500 NA
580500 4843500 NA
581500 4843500 NA
582500 4843500 NA
583500 4843500 NA
584500 4843500 NA
585500 4843500 NA
586500 4843500 NA
587500 4843500 NA
588500 4843500 NA
589500 4843500 NA
590500 4843500 NA
591500 4843500 NA
592500 4843500 NA
593500 4843500 NA
594500 4843500 NA
595500 4843500 NA
596500 4843500 NA
597500 4843500 NA
598500 4843500 NA
599500 4843500 NA
600500 4843500 NA
601500 4843500 NA
602500 4843500 NA
603500 4843500 NA
604500 4843500 NA
605500 4843500 NA
606500 4843500 NA
607500 4843500 NA
608500 4843500 NA
609500 4843500 NA
610500 4843500 NA
611500 4843500 NA
612500 4843500 NA
613500 4843500 NA
614500 4843500 NA
615500 4843500 NA
616500 4843500 NA
617500 4843500 NA
618500 4843500 NA
619500 4843500 NA
620500 4843500 NA
621500 4843500 NA
622500 4843500 NA
623500 4843500 NA
624500 4843500 NA
625500 4843500 NA
626500 4843500 NA
627500 4843500 NA
628500 4843500 NA
629500 4843500 NA
630500 4843500 NA
631500 4843500 NA
632500 4843500 NA
633500 4843500 NA
634500 4843500 NA
635500 4843500 NA
636500 4843500 NA
637500 4843500 NA
638500 4843500 NA
639500 4843500 NA
640500 4843500 NA
641500 4843500 NA
642500 4843500 NA
643500 4843500 NA
644500 4843500 NA
645500 4843500 NA
646500 4843500 NA
647500 4843500 NA
648500 4843500 NA
649500 4843500 NA
650500 4843500 NA
651500 4843500 NA
652500 4843500 NA
653500 4843500 NA
654500 4843500 NA
655500 4843500 NA
656500 4843500 NA
657500 4843500 NA
658500 4843500 NA
659500 4843500 NA
660500 4843500 NA
661500 4843500 NA
662500 4843500 NA
663500 4843500 NA
664500 4843500 NA
665500 4843500 NA
666500 4843500 NA
667500 4843500 NA
668500 4843500 NA
669500 4843500 NA
670500 4843500 NA
671500 4843500 NA
672500 4843500 NA
673500 4843500 NA
674500 4843500 NA
675500 4843500 NA
676500 4843500 NA
677500 4843500 NA
678500 4843500 NA
679500 4843500 NA
680500 4843500 NA
681500 4843500 NA
682500 4843500 NA
683500 4843500 NA
684500 4843500 NA
685500 4843500 NA
686500 4843500 NA
687500 4843500 NA
688500 4843500 NA
689500 4843500 NA
690500 4843500 NA
691500 4843500 NA
692500 4843500 NA
693500 4843500 NA
694500 4843500 NA
695500 4843500 NA
696500 4843500 NA
697500 4843500 NA
698500 4843500 NA
699500 4843500 NA
700500 4843500 NA
701500 4843500 NA
702500 4843500 NA
703500 4843500 NA
704500 4843500 NA
705500 4843500 NA
706500 4843500 NA
707500 4843500 NA
708500 4843500 NA
709500 4843500 NA
710500 4843500 NA
711500 4843500 NA
712500 4843500 NA
713500 4843500 NA
714500 4843500 NA
715500 4843500 NA
716500 4843500 NA
717500 4843500 NA
718500 4843500 NA
719500 4843500 NA
720500 4843500 NA
721500 4843500 NA
722500 4843500 NA
723500 4843500 NA
724500 4843500 NA
725500 4843500 NA
726500 4843500 NA
727500 4843500 NA
728500 4843500 NA
729500 4843500 NA
730500 4843500 NA
731500 4843500 NA
732500 4843500 NA
733500 4843500 NA
734500 4843500 NA
735500 4843500 NA
736500 4843500 NA
737500 4843500 NA
738500 4843500 NA
739500 4843500 NA
740500 4843500 NA
741500 4843500 NA
742500 4843500 NA
743500 4843500 NA
744500 4843500 NA
745500 4843500 NA
746500 4843500 NA
747500 4843500 NA
748500 4843500 NA
749500 4843500 NA
750500 4843500 NA
751500 4843500 NA
752500 4843500 NA
753500 4843500 NA
754500 4843500 NA
755500 4843500 NA
756500 4843500 NA
757500 4843500 NA
758500 4843500 NA
759500 4843500 NA
760500 4843500 NA
761500 4843500 NA
762500 4843500 NA
763500 4843500 NA
764500 4843500 NA
765500 4843500 NA
766500 4843500 NA
767500 4843500 NA
768500 4843500 NA
769500 4843500 NA
770500 4843500 NA
771500 4843500 NA
772500 4843500 NA
773500 4843500 NA
774500 4843500 NA
775500 4843500 NA
776500 4843500 NA
777500 4843500 NA
778500 4843500 NA
779500 4843500 NA
780500 4843500 NA
781500 4843500 NA
782500 4843500 NA
783500 4843500 NA
784500 4843500 NA
785500 4843500 NA
786500 4843500 NA
787500 4843500 NA
788500 4843500 NA
789500 4843500 NA
790500 4843500 NA
791500 4843500 NA
792500 4843500 NA
793500 4843500 NA
794500 4843500 NA
795500 4843500 NA
796500 4843500 NA
797500 4843500 NA
798500 4843500 NA
799500 4843500 NA
800500 4843500 NA
801500 4843500 NA
802500 4843500 NA
803500 4843500 NA
804500 4843500 NA
805500 4843500 NA
806500 4843500 NA
510500 4844500 NA
511500 4844500 NA
512500 4844500 NA
513500 4844500 NA
514500 4844500 NA
515500 4844500 NA
516500 4844500 NA
517500 4844500 NA
518500 4844500 NA
519500 4844500 NA
520500 4844500 NA
521500 4844500 NA
522500 4844500 NA
523500 4844500 NA
524500 4844500 NA
525500 4844500 NA
526500 4844500 NA
527500 4844500 NA
528500 4844500 NA
529500 4844500 NA
530500 4844500 NA
531500 4844500 NA
532500 4844500 NA
533500 4844500 NA
534500 4844500 NA
535500 4844500 NA
536500 4844500 NA
537500 4844500 NA
538500 4844500 NA
539500 4844500 NA
540500 4844500 NA
541500 4844500 NA
542500 4844500 NA
543500 4844500 NA
544500 4844500 NA
545500 4844500 NA
546500 4844500 NA
547500 4844500 NA
548500 4844500 NA
549500 4844500 NA
550500 4844500 NA
551500 4844500 NA
552500 4844500 NA
553500 4844500 NA
554500 4844500 NA
555500 4844500 NA
556500 4844500 NA
557500 4844500 NA
558500 4844500 NA
559500 4844500 NA
560500 4844500 NA
561500 4844500 NA
562500 4844500 NA
563500 4844500 NA
564500 4844500 NA
565500 4844500 NA
566500 4844500 NA
567500 4844500 NA
568500 4844500 NA
569500 4844500 NA
570500 4844500 NA
571500 4844500 NA
572500 4844500 NA
573500 4844500 NA
574500 4844500 NA
575500 4844500 NA
576500 4844500 NA
577500 4844500 NA
578500 4844500 NA
579500 4844500 NA
580500 4844500 NA
581500 4844500 NA
582500 4844500 NA
583500 4844500 NA
584500 4844500 NA
585500 4844500 NA
586500 4844500 NA
587500 4844500 NA
588500 4844500 NA
589500 4844500 NA
590500 4844500 NA
591500 4844500 NA
592500 4844500 NA
593500 4844500 NA
594500 4844500 NA
595500 4844500 NA
596500 4844500 NA
597500 4844500 NA
598500 4844500 NA
599500 4844500 NA
600500 4844500 NA
601500 4844500 NA
602500 4844500 NA
603500 4844500 NA
604500 4844500 NA
605500 4844500 NA
606500 4844500 NA
607500 4844500 NA
608500 4844500 NA
609500 4844500 NA
610500 4844500 NA
611500 4844500 NA
612500 4844500 NA
613500 4844500 NA
614500 4844500 NA
615500 4844500 NA
616500 4844500 NA
617500 4844500 NA
618500 4844500 NA
619500 4844500 NA
620500 4844500 NA
621500 4844500 NA
622500 4844500 NA
623500 4844500 NA
624500 4844500 NA
625500 4844500 NA
626500 4844500 NA
627500 4844500 NA
628500 4844500 NA
629500 4844500 NA
630500 4844500 NA
631500 4844500 NA
632500 4844500 NA
633500 4844500 NA
634500 4844500 NA
635500 4844500 NA
636500 4844500 NA
637500 4844500 NA
638500 4844500 NA
639500 4844500 NA
640500 4844500 NA
641500 4844500 NA
642500 4844500 NA
643500 4844500 NA
644500 4844500 NA
645500 4844500 NA
646500 4844500 NA
647500 4844500 NA
648500 4844500 NA
649500 4844500 NA
